cover,title,author,publisher,isbn,timestamp,activity,library,details
https://img2.od-cdn.com/ImageType-100/0111-1/{DB32BE0A-D1DF-46B2-8156-42B510DE2592}IMG100.JPG,The Night Circus,Erin Morgenstern,Knopf Doubleday Publishing Group,9780385534642,"September 13, 2019 21:30",Borrowed,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0111-1/{C536C301-F5F9-4819-982D-57D5114506A4}Img100.jpg,Dark Places,Gillian Flynn,Crown,9780307459923,"September 13, 2019 21:29",Borrowed,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0111-1/{7BF6EAAD-0CFB-4C83-97C4-88DB64D89FA9}Img100.jpg,Unbroken,Laura Hillenbrand,Random House Publishing Group,9780679603757,"September 12, 2019 23:36",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/1523-1/{9663F348-18E9-4E9A-9C15-9207F89A4B1D}IMG100.JPG,Bared to You,Sylvia Day,Penguin Publishing Group,9781101604786,"September 11, 2019 00:03",Borrowed,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/1523-1/{A873CB28-F4B2-4A13-935C-D36488BC7E0E}Img100.jpg,The Secret Life of Bees,Sue Monk Kidd,Penguin Publishing Group,9781101010969,"September 02, 2019 15:22",Returned,LION: Libraries Online, 10 days  early
https://img3.od-cdn.com/ImageType-100/0293-1/{1788746A-79DA-449D-AB54-F61BEC9D2933}IMG100.JPG,Red Queen,Victoria Aveyard,HarperCollins,9780062310651,"September 02, 2019 03:47",Borrowed,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0111-1/{122A430A-2A50-4FA0-83C3-62EDCBBDDA4F}Img100.jpg,Outlander,Diana Gabaldon,Random House Publishing Group,9780440335160,"September 01, 2019 21:15",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/0111-1/{C536C301-F5F9-4819-982D-57D5114506A4}Img100.jpg,Dark Places,Gillian Flynn,Crown,9780307459923,"September 01, 2019 02:08",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/0111-1/{8BEFE73D-9E68-4B56-A46F-7D7C9F8E87D1}IMG100.JPG,The Book Thief,Markus Zusak,Random House Children's Books,9780307433848,"September 01, 2019 02:02",Returned,LION: Libraries Online,on due date
https://img2.od-cdn.com/ImageType-100/1523-1/{A873CB28-F4B2-4A13-935C-D36488BC7E0E}Img100.jpg,The Secret Life of Bees,Sue Monk Kidd,Penguin Publishing Group,9781101010969,"August 29, 2019 23:44",Borrowed,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0111-1/{7BF6EAAD-0CFB-4C83-97C4-88DB64D89FA9}Img100.jpg,Unbroken,Laura Hillenbrand,Random House Publishing Group,9780679603757,"August 29, 2019 23:36",Borrowed,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/2390-1/{8640CEC5-C6E6-4FC8-BB70-E9C2E4EC235C}IMG100.JPG,Night Road,Kristin Hannah,St. Martin's Publishing Group,9781429965026,"August 29, 2019 23:20",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0439-1/{6120749A-2844-4B14-97A1-03E8D4C427DE}IMG100.JPG,The Road Home,Richard Paul Evans,Simon & Schuster,9781501111846,"August 29, 2019 22:54",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0017-1/{D64EA10D-E297-459F-BE14-7149A0A8A043}Img100.jpg,Outfox,Sandra Brown,Grand Central Publishing,9781455572175,"August 29, 2019 22:47",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0293-1/{C6A6EAC1-FE56-4512-941B-C3A78AA21CD6}Img100.jpg,The Hate U Give,Angie Thomas,HarperCollins,9780062498557,"August 29, 2019 21:05",Returned,LION: Libraries Online, 5 days  early
https://img3.od-cdn.com/ImageType-100/0111-1/{7BF6EAAD-0CFB-4C83-97C4-88DB64D89FA9}Img100.jpg,Unbroken,Laura Hillenbrand,Random House Publishing Group,9780679603757,"August 23, 2019 23:24",Returned,LION: Libraries Online,on due date
https://img2.od-cdn.com/ImageType-100/0017-1/{1455C5A3-4DC6-40A2-B12F-24AE7DB7EDED}Img100.jpg,Friction,Sandra Brown,Grand Central Publishing,9781455581177,"August 23, 2019 23:22",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/0293-1/{C6A6EAC1-FE56-4512-941B-C3A78AA21CD6}Img100.jpg,The Hate U Give,Angie Thomas,HarperCollins,9780062498557,"August 21, 2019 13:49",Borrowed,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0111-1/{122A430A-2A50-4FA0-83C3-62EDCBBDDA4F}Img100.jpg,Outlander,Diana Gabaldon,Random House Publishing Group,9780440335160,"August 18, 2019 21:15",Borrowed,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/1191-1/{E727B33F-229D-4575-BA08-63FCE38722DE}Img100.jpg,The $100 Startup,Chris Guillebeau,Books on Tape,9780449010020,"August 18, 2019 19:56",Hold expired,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0111-1/{C536C301-F5F9-4819-982D-57D5114506A4}Img100.jpg,Dark Places,Gillian Flynn,Crown,9780307459923,"August 18, 2019 02:08",Borrowed,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0293-1/{1788746A-79DA-449D-AB54-F61BEC9D2933}IMG100.JPG,Red Queen,Victoria Aveyard,HarperCollins,9780062310651,"August 18, 2019 02:07",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0293-1/{F9787B06-26D3-48FD-B404-F9C8C031E34A}IMG100.JPG,The Art of Racing in the Rain,Garth Stein,HarperCollins,9780061738098,"August 18, 2019 02:05",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0111-1/{8BEFE73D-9E68-4B56-A46F-7D7C9F8E87D1}IMG100.JPG,The Book Thief,Markus Zusak,Random House Children's Books,9780307433848,"August 18, 2019 02:02",Borrowed,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0293-1/{C6A6EAC1-FE56-4512-941B-C3A78AA21CD6}Img100.jpg,The Hate U Give,Angie Thomas,HarperCollins,9780062498557,"August 18, 2019 02:00",Placed on hold,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0111-1/{122A430A-2A50-4FA0-83C3-62EDCBBDDA4F}Img100.jpg,Outlander,Diana Gabaldon,Random House Publishing Group,9780440335160,"August 18, 2019 01:58",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/2363-1/{17249E16-7086-4EC5-8688-C2F9D1B8ED45}IMG100.JPG,The Eternal Wonder,Pearl S. Buck,Open Road Media,9781480439665,"August 18, 2019 01:45",Returned,LION: Libraries Online, 5 days  early
https://img3.od-cdn.com/ImageType-100/0111-1/{86CC35ED-5171-4250-96BC-6066AB4488A5}Img100.jpg,Off the Page,"Jodi Picoult, Samantha van Leer",Random House Children's Books,9780553535587,"August 17, 2019 01:01",Returned,LION: Libraries Online,on due date
https://img2.od-cdn.com/ImageType-100/0111-1/{68128BE3-151B-4878-9F26-99FB9351B375}Img100.jpg,Comfort & Joy,Kristin Hannah,Random House Publishing Group,9780345486356,"August 17, 2019 00:51",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/0111-1/{C536C301-F5F9-4819-982D-57D5114506A4}Img100.jpg,Dark Places,Gillian Flynn,Crown,9780307459923,"August 17, 2019 00:19",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/0111-1/{7BF6EAAD-0CFB-4C83-97C4-88DB64D89FA9}Img100.jpg,Unbroken,Laura Hillenbrand,Random House Publishing Group,9780679603757,"August 09, 2019 23:24",Borrowed,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0017-1/{1455C5A3-4DC6-40A2-B12F-24AE7DB7EDED}Img100.jpg,Friction,Sandra Brown,Grand Central Publishing,9781455581177,"August 09, 2019 23:22",Borrowed,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/2363-1/{17249E16-7086-4EC5-8688-C2F9D1B8ED45}IMG100.JPG,The Eternal Wonder,Pearl S. Buck,Open Road Media,9781480439665,"August 09, 2019 23:08",Borrowed,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0439-1/{D55CD39F-99EA-463B-BF11-AC371F924A81}IMG100.JPG,Einstein,Walter Isaacson,Simon & Schuster,9781416539322,"August 09, 2019 02:19",Returned,LION: Libraries Online, 7 days  early
https://img2.od-cdn.com/ImageType-100/0439-1/{D55CD39F-99EA-463B-BF11-AC371F924A81}IMG100.JPG,Einstein,Walter Isaacson,Simon & Schuster,9781416539322,"August 03, 2019 01:02",Borrowed,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0111-1/{86CC35ED-5171-4250-96BC-6066AB4488A5}Img100.jpg,Off the Page,"Jodi Picoult, Samantha van Leer",Random House Children's Books,9780553535587,"August 03, 2019 01:01",Borrowed,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0111-1/{68128BE3-151B-4878-9F26-99FB9351B375}Img100.jpg,Comfort & Joy,Kristin Hannah,Random House Publishing Group,9780345486356,"August 03, 2019 00:51",Borrowed,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0111-1/{C536C301-F5F9-4819-982D-57D5114506A4}Img100.jpg,Dark Places,Gillian Flynn,Crown,9780307459923,"August 03, 2019 00:19",Borrowed,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/1523-1/{F1C605F5-0A18-4D6F-9528-3BF6723A7CA4}IMG100.JPG,Where the Crawdads Sing,Delia Owens,Penguin Publishing Group,9780735219113,"August 03, 2019 00:04",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/1523-1/{F1C605F5-0A18-4D6F-9528-3BF6723A7CA4}IMG100.JPG,Where the Crawdads Sing,Delia Owens,Penguin Publishing Group,9780735219113,"August 02, 2019 11:18",Returned,LION: Libraries Online,on due date
https://img2.od-cdn.com/ImageType-100/0439-1/{76D1C3D5-EF42-4F62-BB88-E1DC49B1CB9E}IMG100.JPG,Nineteen Minutes,Jodi Picoult,Atria Books,9781416538950,"July 31, 2019 01:26",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/1523-1/{F1C605F5-0A18-4D6F-9528-3BF6723A7CA4}IMG100.JPG,Where the Crawdads Sing,Delia Owens,Penguin Publishing Group,9780735219113,"July 19, 2019 11:18",Borrowed,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0439-1/{76D1C3D5-EF42-4F62-BB88-E1DC49B1CB9E}IMG100.JPG,Nineteen Minutes,Jodi Picoult,Atria Books,9781416538950,"July 17, 2019 01:26",Borrowed,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0017-1/{1455C5A3-4DC6-40A2-B12F-24AE7DB7EDED}Img100.jpg,Friction,Sandra Brown,Grand Central Publishing,9781455581177,"June 30, 2019 01:41",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/1191-1/{E727B33F-229D-4575-BA08-63FCE38722DE}Img100.jpg,The $100 Startup,Chris Guillebeau,Books on Tape,9780449010020,"June 29, 2019 20:13",Placed on hold,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0439-1/{D55CD39F-99EA-463B-BF11-AC371F924A81}IMG100.JPG,Einstein,Walter Isaacson,Simon & Schuster,9781416539322,"June 23, 2019 15:09",Returned,LION: Libraries Online,on due date
https://img2.od-cdn.com/ImageType-100/0439-1/{15F0334B-97DC-46EB-AEE9-37D438784399}IMG100.JPG,The Storyteller,Jodi Picoult,Atria/Emily Bestler Books,9781439149706,"June 17, 2019 19:37",Returned,LION: Libraries Online,on due date
https://img2.od-cdn.com/ImageType-100/0017-1/{1455C5A3-4DC6-40A2-B12F-24AE7DB7EDED}Img100.jpg,Friction,Sandra Brown,Grand Central Publishing,9781455581177,"June 16, 2019 01:41",Borrowed,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/1523-1/{25343CAA-0A51-4C6B-8C6E-023E42EE63A1}IMG100.JPG,One Plus One,Jojo Moyes,Penguin Publishing Group,9780698152007,"June 15, 2019 16:54",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/1191-1/{9399957F-D03D-498F-AC83-52BBF168EA62}IMG100.JPG,After You,Jojo Moyes,Books on Tape,9780698411418,"June 15, 2019 16:54",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/0293-1/{2974B1A5-84AF-4B7C-9919-46604CD55CF5}IMG100.JPG,"Men Are from Mars, Women Are from Venus",John Gray,HarperCollins,9780061793363,"June 11, 2019 21:29",Returned,LION: Libraries Online,on due date
https://img2.od-cdn.com/ImageType-100/0439-1/{D55CD39F-99EA-463B-BF11-AC371F924A81}IMG100.JPG,Einstein,Walter Isaacson,Simon & Schuster,9781416539322,"June 09, 2019 15:09",Borrowed,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0439-1/{D55CD39F-99EA-463B-BF11-AC371F924A81}IMG100.JPG,Einstein,Walter Isaacson,Simon & Schuster,9781416539322,"June 09, 2019 02:22",Returned,LION: Libraries Online,on due date
https://img2.od-cdn.com/ImageType-100/0111-1/{8531EE0F-F18A-4854-8D59-36F881F46FF1}Img100.jpg,The City of Ember,Jeanne DuPrau,Random House Children's Books,9780375890802,"June 05, 2019 23:26",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/0017-1/{77900E23-3BDB-4B2F-BBD4-F7844F75D1B6}Img100.jpg,Sting,Sandra Brown,Grand Central Publishing,9781455581238,"June 05, 2019 22:49",Returned,LION: Libraries Online,on due date
https://img2.od-cdn.com/ImageType-100/0111-1/{864604E2-0146-46EF-A96D-D9977DC15263}IMG100.JPG,Gone Girl,Gillian Flynn,Random House Publishing Group,9780307588388,"June 05, 2019 22:46",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/0017-1/{A9AF88FB-A174-4498-8258-6CC2DC939ED8}Img100.jpg,Blink,Malcolm Gladwell,"Little, Brown and Company",9780316005043,"June 04, 2019 23:40",Returned,LION: Libraries Online,on due date
https://img2.od-cdn.com/ImageType-100/0439-1/{15F0334B-97DC-46EB-AEE9-37D438784399}IMG100.JPG,The Storyteller,Jodi Picoult,Atria/Emily Bestler Books,9781439149706,"June 03, 2019 19:37",Borrowed,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/1523-1/{25343CAA-0A51-4C6B-8C6E-023E42EE63A1}IMG100.JPG,One Plus One,Jojo Moyes,Penguin Publishing Group,9780698152007,"June 01, 2019 16:54",Borrowed,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/1191-1/{9399957F-D03D-498F-AC83-52BBF168EA62}IMG100.JPG,After You,Jojo Moyes,Books on Tape,9780698411418,"June 01, 2019 16:54",Borrowed,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/1523-1/{DF5D16BE-87D8-469B-B604-6E97CCAE712F}IMG100.JPG,Me Before You,Jojo Moyes,Penguin Publishing Group,9781101606377,"June 01, 2019 16:53",Returned,LION: Libraries Online, 4 days  early
https://img1.od-cdn.com/ImageType-100/0111-1/{8893E11E-7610-4D28-9270-4050E9B31320}Img100.jpg,Ready Player One,Ernest Cline,Random House Publishing Group,9780307887450,"May 28, 2019 23:30",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/0293-1/{2974B1A5-84AF-4B7C-9919-46604CD55CF5}IMG100.JPG,"Men Are from Mars, Women Are from Venus",John Gray,HarperCollins,9780061793363,"May 28, 2019 21:29",Borrowed,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0439-1/{D55CD39F-99EA-463B-BF11-AC371F924A81}IMG100.JPG,Einstein,Walter Isaacson,Simon & Schuster,9781416539322,"May 26, 2019 02:22",Borrowed,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/1523-1/{DF5D16BE-87D8-469B-B604-6E97CCAE712F}IMG100.JPG,Me Before You,Jojo Moyes,Penguin Publishing Group,9781101606377,"May 22, 2019 23:31",Borrowed,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0111-1/{8531EE0F-F18A-4854-8D59-36F881F46FF1}Img100.jpg,The City of Ember,Jeanne DuPrau,Random House Children's Books,9780375890802,"May 22, 2019 23:26",Borrowed,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0017-1/{77900E23-3BDB-4B2F-BBD4-F7844F75D1B6}Img100.jpg,Sting,Sandra Brown,Grand Central Publishing,9781455581238,"May 22, 2019 22:49",Borrowed,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0111-1/{864604E2-0146-46EF-A96D-D9977DC15263}IMG100.JPG,Gone Girl,Gillian Flynn,Random House Publishing Group,9780307588388,"May 22, 2019 22:46",Borrowed,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/1523-1/{45F48F6F-4DD5-48C2-BFBC-4407BD2ADE91}Img100.jpg,Harvesting the Heart,Jodi Picoult,Penguin Publishing Group,9781101042441,"May 22, 2019 22:33",Returned,LION: Libraries Online, 13 days  early
https://img3.od-cdn.com/ImageType-100/1523-1/{45F48F6F-4DD5-48C2-BFBC-4407BD2ADE91}Img100.jpg,Harvesting the Heart,Jodi Picoult,Penguin Publishing Group,9781101042441,"May 21, 2019 23:43",Borrowed,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0017-1/{A9AF88FB-A174-4498-8258-6CC2DC939ED8}Img100.jpg,Blink,Malcolm Gladwell,"Little, Brown and Company",9780316005043,"May 21, 2019 23:40",Borrowed,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/2390-1/{2D0F98D0-0EC9-4AF7-97D3-C51DF5205C11}IMG100.JPG,The Shape of Water,"Guillermo del Toro, Daniel Kraus",Feiwel & Friends,9781250165374,"May 21, 2019 23:23",Returned,LION: Libraries Online, 7 days  early
https://img1.od-cdn.com/ImageType-100/0111-1/{7BD2AFC2-EE4F-45E9-BDD9-EF372000A222}Img100.jpg,Past Perfect,Danielle Steel,Random House Publishing Group,9781101883983,"May 21, 2019 23:23",Returned,LION: Libraries Online, 7 days  early
https://img3.od-cdn.com/ImageType-100/0017-1/{77900E23-3BDB-4B2F-BBD4-F7844F75D1B6}Img100.jpg,Sting,Sandra Brown,Grand Central Publishing,9781455581238,"May 21, 2019 23:23",Returned,LION: Libraries Online, 2 days  early
https://img3.od-cdn.com/ImageType-100/0111-1/{86C31F71-2490-447B-B2C4-481AE24B2ED9}Img100.jpg,On Mystic Lake,Kristin Hannah,Random House Publishing Group,9780307416315,"May 21, 2019 23:22",Returned,LION: Libraries Online, 2 days  early
https://img3.od-cdn.com/ImageType-100/0439-1/{ACC0F3F7-FEA8-4902-9EF9-368971147265}Img100.jpg,Between the Lines,"Jodi Picoult, Samantha van Leer",Simon & Schuster Books for Young Readers,9781451635829,"May 15, 2019 20:32",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/0111-1/{7BD2AFC2-EE4F-45E9-BDD9-EF372000A222}Img100.jpg,Past Perfect,Danielle Steel,Random House Publishing Group,9781101883983,"May 14, 2019 23:51",Borrowed,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/2390-1/{2D0F98D0-0EC9-4AF7-97D3-C51DF5205C11}IMG100.JPG,The Shape of Water,"Guillermo del Toro, Daniel Kraus",Feiwel & Friends,9781250165374,"May 14, 2019 23:47",Borrowed,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0111-1/{8893E11E-7610-4D28-9270-4050E9B31320}Img100.jpg,Ready Player One,Ernest Cline,Random House Publishing Group,9780307887450,"May 14, 2019 23:30",Borrowed,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0293-1/{66874492-3F83-4F66-A3B0-354D0D8D5A78}IMG100.JPG,The Giver,Lois Lowry,HarperCollins,9780547345901,"May 14, 2019 23:26",Returned,LION: Libraries Online, 9 days  early
https://img2.od-cdn.com/ImageType-100/0293-1/{66874492-3F83-4F66-A3B0-354D0D8D5A78}IMG100.JPG,The Giver,Lois Lowry,HarperCollins,9780547345901,"May 10, 2019 00:37",Borrowed,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0017-1/{77900E23-3BDB-4B2F-BBD4-F7844F75D1B6}Img100.jpg,Sting,Sandra Brown,Grand Central Publishing,9781455581238,"May 10, 2019 00:31",Borrowed,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0111-1/{86C31F71-2490-447B-B2C4-481AE24B2ED9}Img100.jpg,On Mystic Lake,Kristin Hannah,Random House Publishing Group,9780307416315,"May 10, 2019 00:22",Borrowed,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0439-1/{D55CD39F-99EA-463B-BF11-AC371F924A81}IMG100.JPG,Einstein,Walter Isaacson,Simon & Schuster,9781416539322,"May 10, 2019 00:14",Placed on hold,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0439-1/{D55CD39F-99EA-463B-BF11-AC371F924A81}IMG100.JPG,Einstein,Walter Isaacson,Simon & Schuster,9781416539322,"May 09, 2019 02:18",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/0439-1/{F7594B69-ECFB-4528-89BA-AF76D783469B}IMG100.JPG,My Sister's Keeper,Jodi Picoult,Atria Books,9780743488815,"May 01, 2019 20:45",Returned,LION: Libraries Online, 10 days  early
https://img3.od-cdn.com/ImageType-100/0439-1/{ACC0F3F7-FEA8-4902-9EF9-368971147265}Img100.jpg,Between the Lines,"Jodi Picoult, Samantha van Leer",Simon & Schuster Books for Young Readers,9781451635829,"May 01, 2019 20:32",Borrowed,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0439-1/{C1956A20-7FBF-4A9A-8042-BD92C7609CB5}IMG100.JPG,The Forgotten Road,Richard Paul Evans,Simon & Schuster,9781501111815,"May 01, 2019 02:15",Returned,LION: Libraries Online, 7 days  early
https://img1.od-cdn.com/ImageType-100/0439-1/{F7594B69-ECFB-4528-89BA-AF76D783469B}IMG100.JPG,My Sister's Keeper,Jodi Picoult,Atria Books,9780743488815,"April 28, 2019 13:40",Borrowed,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0439-1/{D55CD39F-99EA-463B-BF11-AC371F924A81}IMG100.JPG,Einstein,Walter Isaacson,Simon & Schuster,9781416539322,"April 25, 2019 02:18",Borrowed,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0439-1/{C1956A20-7FBF-4A9A-8042-BD92C7609CB5}IMG100.JPG,The Forgotten Road,Richard Paul Evans,Simon & Schuster,9781501111815,"April 25, 2019 01:58",Borrowed,LION: Libraries Online
