cover,title,author,publisher,isbn,timestamp,activity,library,details
https://img3.od-cdn.com/ImageType-100/0293-1/{72531BC1-28C8-49AC-A119-60196D4E0AE9}Img100.jpg,The Art of Power,Thich Nhat Hanh,HarperCollins,9780061738081,"June 25, 2022 11:41",Returned,LION: Libraries Online, 11 days  early
https://img2.od-cdn.com/ImageType-100/0293-1/{C2650B7E-C8A8-4887-819E-D8ECB00F61BB}Img100.jpg,Catch-22,Joseph Heller,HarperCollins,"","June 24, 2022 00:09",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0439-1/{685A4451-99D1-4E35-8C85-4AF97C029EB7}Img100.jpg,Catch-22,Joseph Heller,Simon & Schuster,9781451632965,"June 24, 2022 00:09",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0293-1/{72531BC1-28C8-49AC-A119-60196D4E0AE9}Img100.jpg,The Art of Power,Thich Nhat Hanh,HarperCollins,9780061738081,"June 22, 2022 14:13",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/6852-1/{B1E07D01-EFD7-4767-88E7-5DE22657FE51}IMG100.JPG,The Psychology of Money,Morgan  Housel,Harriman House,9780857197696,"June 22, 2022 14:12",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/1523-1/{54BA06B2-357C-4E9A-90C6-4770976FDA9C}IMG100.JPG,The Lincoln Highway,Amor Towles,Penguin Publishing Group,9780735222373,"June 22, 2022 01:32",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/1523-1/{54BA06B2-357C-4E9A-90C6-4770976FDA9C}IMG100.JPG,The Lincoln Highway,Amor Towles,Penguin Publishing Group,9780735222373,"June 21, 2022 23:08",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/2390-1/{C85F7960-97CE-435D-88B8-6DAD590DF21E}IMG100.JPG,The Dark Forest,Cixin Liu,Tor Publishing Group,9781466853430,"June 13, 2022 05:24",Hold expired,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/1523-1/{1B71C2B5-A3B0-4A63-A35C-2C26B5D74E1A}Img100.jpg,Beach Read,Emily Henry,Penguin Publishing Group,9781984806741,"June 07, 2022 23:27",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0439-1/{D5A360BA-5001-415B-A797-F55C0955B78A}IMG100.JPG,One Italian Summer,Rebecca Serle,Atria Books,9781982166816,"June 07, 2022 23:26",Placed on hold,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0293-1/{4A8831B2-603A-463D-9AC2-2D66C7B37BFB}IMG100.JPG,The Paris Apartment,Lucy Foley,HarperCollins,9780063003071,"June 07, 2022 23:24",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0293-1/{72531BC1-28C8-49AC-A119-60196D4E0AE9}Img100.jpg,The Art of Power,Thich Nhat Hanh,HarperCollins,9780061738081,"June 07, 2022 23:15",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/1523-1/{54BA06B2-357C-4E9A-90C6-4770976FDA9C}IMG100.JPG,The Lincoln Highway,Amor Towles,Penguin Publishing Group,9780735222373,"June 07, 2022 23:08",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0017-1/{BEBA10B9-6135-4A53-8824-CD2DF8522E6E}IMG100.JPG,The Wish,Nicholas Sparks,Grand Central Publishing,9781538728611,"May 30, 2022 16:01",Hold expired,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0111-1/{9F74D2F8-2782-42F0-828F-3AA7AAE9FADC}Img100.jpg,Magic Hour,Kristin Hannah,Random House Publishing Group,9780345490933,"May 25, 2022 23:00",Returned,LION: Libraries Online,on due date
https://img2.od-cdn.com/ImageType-100/1523-1/{686EC108-2981-4B12-B214-D2971C5AF8A8}IMG100.JPG,Think Again,Adam Grant,Penguin Publishing Group,9781984878113,"May 21, 2022 12:43",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/0111-1/{9F74D2F8-2782-42F0-828F-3AA7AAE9FADC}Img100.jpg,Magic Hour,Kristin Hannah,Random House Publishing Group,9780345490933,"May 11, 2022 23:00",Borrowed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/1523-1/{686EC108-2981-4B12-B214-D2971C5AF8A8}IMG100.JPG,Think Again,Adam Grant,Penguin Publishing Group,9781984878113,"May 07, 2022 12:43",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/1523-1/{8366D7A4-DD09-4847-958D-A21959CFCD45}Img100.jpg,"Set Boundaries, Find Peace",Nedra Glover Tawwab,Penguin Publishing Group,9780593192108,"May 06, 2022 23:45",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0111-1/{C4A9661E-A98E-4A9E-957E-E9221CEEF687}IMG100.JPG,True Biz,Sara Novic,Random House Publishing Group,9780593241516,"May 06, 2022 23:41",Placed on hold,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0293-1/{92DC96AA-87FD-464B-9A71-DB88F19DAF41}Img100.jpg,"Hello, Molly!",Molly Shannon,HarperCollins,9780063056251,"May 06, 2022 23:41",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/2390-1/{C85F7960-97CE-435D-88B8-6DAD590DF21E}IMG100.JPG,The Dark Forest,Cixin Liu,Tor Publishing Group,9781466853430,"April 30, 2022 02:27",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0017-1/{D58184EC-47DD-40EF-92F8-8FCB1C094A7E}IMG100.JPG,Going There,Katie Couric,"Little, Brown and Company",9780316535878,"April 17, 2022 23:34",Returned,LION: Libraries Online,on due date
https://img2.od-cdn.com/ImageType-100/0439-1/{DAE1553A-EC3C-4F6E-B9BE-29C6265B31FC}IMG100.JPG,State of Terror,"Louise Penny, Hillary Rodham Clinton",Simon & Schuster/St. Martin's Press,9781982173692,"April 11, 2022 00:13",Returned,LION: Libraries Online, 3 days  early
https://img1.od-cdn.com/ImageType-100/0017-1/{D58184EC-47DD-40EF-92F8-8FCB1C094A7E}IMG100.JPG,Going There,Katie Couric,"Little, Brown and Company",9780316535878,"April 03, 2022 23:34",Borrowed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/0439-1/{DAE1553A-EC3C-4F6E-B9BE-29C6265B31FC}IMG100.JPG,State of Terror,"Louise Penny, Hillary Rodham Clinton",Simon & Schuster/St. Martin's Press,9781982173692,"March 31, 2022 23:27",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/0111-1/{2BEE8523-8677-493F-8315-9C9B5C676FBE}IMG100.JPG,Crying in H Mart,Michelle Zauner,Knopf Doubleday Publishing Group,9780525657750,"March 29, 2022 23:40",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/2390-1/{F27E39E0-BDC1-45B0-8FD5-1D8D7243DF46}IMG100.JPG,We Are the Brennans,Tracey Lange,Celadon Books,9781250796202,"March 27, 2022 16:29",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/0111-1/{2BEE8523-8677-493F-8315-9C9B5C676FBE}IMG100.JPG,Crying in H Mart,Michelle Zauner,Knopf Doubleday Publishing Group,9780525657750,"March 15, 2022 23:40",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0439-1/{28F5EE0C-7C24-473F-9481-3C6E112D216B}IMG100.JPG,The Hamilton Affair,Elizabeth Cobbs,Arcade,9781628727234,"March 15, 2022 23:40",Returned,LION: Libraries Online, 10 days  early
https://img3.od-cdn.com/ImageType-100/2390-1/{F27E39E0-BDC1-45B0-8FD5-1D8D7243DF46}IMG100.JPG,We Are the Brennans,Tracey Lange,Celadon Books,9781250796202,"March 13, 2022 16:29",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/0874-1/{11A58777-A78D-4E65-BB16-57443E3CB364}Img100.jpg,Maybe You Should Talk to Someone,Lori Gottlieb,HarperCollins,9781328663047,"March 12, 2022 17:12",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/0439-1/{28F5EE0C-7C24-473F-9481-3C6E112D216B}IMG100.JPG,The Hamilton Affair,Elizabeth Cobbs,Arcade,9781628727234,"March 12, 2022 16:15",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0111-1/{055EA99F-1FB4-428B-BB7A-54F41D2EFC31}IMG100.JPG,The 1619 Project,"Caitlin Roper, Ilena Silverman, Jake Silverstein (eds.)",Random House Publishing Group,9780593230589,"March 11, 2022 01:33",Returned,LION: Libraries Online, 12 days  early
https://img1.od-cdn.com/ImageType-100/0111-1/{055EA99F-1FB4-428B-BB7A-54F41D2EFC31}IMG100.JPG,The 1619 Project,"Caitlin Roper, Ilena Silverman, Jake Silverstein (eds.)",Random House Publishing Group,9780593230589,"March 10, 2022 01:01",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/6852-1/{B1E07D01-EFD7-4767-88E7-5DE22657FE51}IMG100.JPG,The Psychology of Money,Morgan  Housel,Harriman House,9780857197696,"March 09, 2022 01:29",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0439-1/{A37418F1-6792-467B-9C57-A9E2A94C9A18}Img100.jpg,Taste,Stanley Tucci,Gallery Books,9781982168032,"March 09, 2022 01:28",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0111-1/{055EA99F-1FB4-428B-BB7A-54F41D2EFC31}IMG100.JPG,The 1619 Project,"Caitlin Roper, Ilena Silverman, Jake Silverstein (eds.)",Random House Publishing Group,9780593230589,"March 09, 2022 01:24",Placed on hold,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/1523-1/{686EC108-2981-4B12-B214-D2971C5AF8A8}IMG100.JPG,Think Again,Adam Grant,Penguin Publishing Group,9781984878113,"March 09, 2022 01:23",Placed on hold,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0439-1/{DAE1553A-EC3C-4F6E-B9BE-29C6265B31FC}IMG100.JPG,State of Terror,"Louise Penny, Hillary Rodham Clinton",Simon & Schuster/St. Martin's Press,9781982173692,"March 09, 2022 01:15",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0111-1/{2BEE8523-8677-493F-8315-9C9B5C676FBE}IMG100.JPG,Crying in H Mart,Michelle Zauner,Knopf Doubleday Publishing Group,9780525657750,"March 09, 2022 01:14",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0111-1/{9F74D2F8-2782-42F0-828F-3AA7AAE9FADC}Img100.jpg,Magic Hour,Kristin Hannah,Random House Publishing Group,9780345490933,"March 03, 2022 01:22",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0017-1/{D58184EC-47DD-40EF-92F8-8FCB1C094A7E}IMG100.JPG,Going There,Katie Couric,"Little, Brown and Company",9780316535878,"March 03, 2022 01:18",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0017-1/{BEBA10B9-6135-4A53-8824-CD2DF8522E6E}IMG100.JPG,The Wish,Nicholas Sparks,Grand Central Publishing,9781538728611,"March 03, 2022 01:12",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/1523-1/{54BA06B2-357C-4E9A-90C6-4770976FDA9C}IMG100.JPG,The Lincoln Highway,Amor Towles,Penguin Publishing Group,9780735222373,"March 03, 2022 01:10",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0874-1/{11A58777-A78D-4E65-BB16-57443E3CB364}Img100.jpg,Maybe You Should Talk to Someone,Lori Gottlieb,HarperCollins,9781328663047,"February 26, 2022 17:12",Borrowed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/1523-1/{D3222AD4-B3E2-4264-A9E4-576C6ECBF915}IMG100.JPG,Someone We Know,Shari Lapena,Penguin Publishing Group,9780525557661,"February 23, 2022 12:05",Hold expired,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/2390-1/{874F421E-C381-4F71-B754-A29E0477A05A}Img100.jpg,American Dirt,Jeanine Cummins,Flatiron Books,9781250209771,"February 19, 2022 16:56",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/0874-1/{11A58777-A78D-4E65-BB16-57443E3CB364}Img100.jpg,Maybe You Should Talk to Someone,Lori Gottlieb,HarperCollins,9781328663047,"February 19, 2022 16:55",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/2390-1/{874F421E-C381-4F71-B754-A29E0477A05A}Img100.jpg,American Dirt,Jeanine Cummins,Flatiron Books,9781250209771,"February 05, 2022 16:56",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/0874-1/{11A58777-A78D-4E65-BB16-57443E3CB364}Img100.jpg,Maybe You Should Talk to Someone,Lori Gottlieb,HarperCollins,9781328663047,"February 05, 2022 16:55",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/1523-1/{173501E7-3C7A-43CA-B615-BF99E0931B5B}IMG100.JPG,The Couple Next Door,Shari Lapena,Penguin Publishing Group,9780735221116,"February 05, 2022 16:50",Returned,LION: Libraries Online, 7 days  early
https://img1.od-cdn.com/ImageType-100/0439-1/{FF9306CF-A01D-475B-8130-830B9C38F1F9}IMG100.JPG,Anxious People,Fredrik Backman,Atria Books,9781501160851,"January 30, 2022 16:56",Returned,LION: Libraries Online, 2 days  early
https://img2.od-cdn.com/ImageType-100/1523-1/{D3222AD4-B3E2-4264-A9E4-576C6ECBF915}IMG100.JPG,Someone We Know,Shari Lapena,Penguin Publishing Group,9780525557661,"January 29, 2022 18:42",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/1523-1/{1DA9BBF1-1C8F-4869-B87E-DC5DBC23263F}IMG100.JPG,The End of Her,Shari Lapena,Penguin Publishing Group,9781984880529,"January 29, 2022 18:42",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/1523-1/{173501E7-3C7A-43CA-B615-BF99E0931B5B}IMG100.JPG,The Couple Next Door,Shari Lapena,Penguin Publishing Group,9780735221116,"January 29, 2022 18:41",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/1523-1/{51D99767-8935-4C79-BBFB-A91395E7EAE9}IMG100.JPG,Not a Happy Family,Shari Lapena,Penguin Publishing Group,9781984880567,"January 29, 2022 18:36",Returned,LION: Libraries Online, 6 days  early
https://img3.od-cdn.com/ImageType-100/2390-1/{F92FD8D8-1734-4349-A8AA-367D5C9EAEF7}IMG100.JPG,Fly Away,Kristin Hannah,St. Martin's Publishing Group,9781250031808,"January 28, 2022 01:04",Returned,LION: Libraries Online, 5 days  early
https://img1.od-cdn.com/ImageType-100/1523-1/{51D99767-8935-4C79-BBFB-A91395E7EAE9}IMG100.JPG,Not a Happy Family,Shari Lapena,Penguin Publishing Group,9781984880567,"January 21, 2022 23:57",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/2390-1/{F92FD8D8-1734-4349-A8AA-367D5C9EAEF7}IMG100.JPG,Fly Away,Kristin Hannah,St. Martin's Publishing Group,9781250031808,"January 19, 2022 22:07",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0439-1/{FF9306CF-A01D-475B-8130-830B9C38F1F9}IMG100.JPG,Anxious People,Fredrik Backman,Atria Books,9781501160851,"January 19, 2022 01:40",Renewed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0111-1/{5E00FDED-85D2-4035-A1AD-E86520AD6087}IMG100.JPG,Wish You Were Here,Jodi Picoult,Random House Publishing Group,9781984818423,"January 19, 2022 01:40",Returned,LION: Libraries Online, 3 days  early
https://img2.od-cdn.com/ImageType-100/0439-1/{FDDEFF26-2CE6-46F8-9F6C-3B744E039630}IMG100.JPG,The Last Thing He Told Me,Laura Dave,Scribner,9781501171369,"January 15, 2022 14:42",Returned,LION: Libraries Online, 7 days  early
https://img2.od-cdn.com/ImageType-100/0439-1/{C3EFF0C8-2A78-454D-875C-823193161BE2}IMG100.JPG,"Hello, Sunshine",Laura Dave,Scribner,9781476789347,"January 15, 2022 14:42",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0439-1/{22FF38CC-48D1-4056-B9FE-CF2328A86606}IMG100.JPG,Eight Hundred Grapes,Laura Dave,Scribner,9781476789293,"January 15, 2022 14:42",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/1523-1/{09AF0E95-5127-46D2-88E2-4E9A906BD2F2}Img100.jpg,The First Husband,Laura Dave,Penguin Publishing Group,9781101515136,"January 15, 2022 14:42",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/2390-1/{69CDFB38-9C8C-4D46-8E44-E5324F0800FC}IMG100.JPG,The Maidens,Alex Michaelides,Celadon Books,9781250304476,"January 08, 2022 16:18",Returned,LION: Libraries Online, 10 days  early
https://img2.od-cdn.com/ImageType-100/0439-1/{FDDEFF26-2CE6-46F8-9F6C-3B744E039630}IMG100.JPG,The Last Thing He Told Me,Laura Dave,Scribner,9781501171369,"January 08, 2022 16:17",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0111-1/{5E00FDED-85D2-4035-A1AD-E86520AD6087}IMG100.JPG,Wish You Were Here,Jodi Picoult,Random House Publishing Group,9781984818423,"January 08, 2022 16:16",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0017-1/{D58184EC-47DD-40EF-92F8-8FCB1C094A7E}IMG100.JPG,Going There,Katie Couric,"Little, Brown and Company",9780316535878,"January 05, 2022 02:10",Placed on hold,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0439-1/{FDDEFF26-2CE6-46F8-9F6C-3B744E039630}IMG100.JPG,The Last Thing He Told Me,Laura Dave,Scribner,9781501171369,"January 05, 2022 02:07",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/2390-1/{69CDFB38-9C8C-4D46-8E44-E5324F0800FC}IMG100.JPG,The Maidens,Alex Michaelides,Celadon Books,9781250304476,"January 05, 2022 02:04",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0439-1/{FF9306CF-A01D-475B-8130-830B9C38F1F9}IMG100.JPG,Anxious People,Fredrik Backman,Atria Books,9781501160851,"January 05, 2022 02:03",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/1523-1/{51D99767-8935-4C79-BBFB-A91395E7EAE9}IMG100.JPG,Not a Happy Family,Shari Lapena,Penguin Publishing Group,9781984880567,"January 05, 2022 00:55",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0017-1/{BF669915-912E-4361-B69E-2A40E948A87C}IMG100.JPG,Blind Tiger,Sandra Brown,Grand Central Publishing,9781538751985,"January 05, 2022 00:53",Returned,LION: Libraries Online, 2 days  early
https://img1.od-cdn.com/ImageType-100/1523-1/{51D99767-8935-4C79-BBFB-A91395E7EAE9}IMG100.JPG,Not a Happy Family,Shari Lapena,Penguin Publishing Group,9781984880567,"December 30, 2021 18:03",Hold expired,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0017-1/{BF669915-912E-4361-B69E-2A40E948A87C}IMG100.JPG,Blind Tiger,Sandra Brown,Grand Central Publishing,9781538751985,"December 24, 2021 17:27",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/2390-1/{69CDFB38-9C8C-4D46-8E44-E5324F0800FC}IMG100.JPG,The Maidens,Alex Michaelides,Celadon Books,9781250304476,"December 24, 2021 17:26",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/2390-1/{69CDFB38-9C8C-4D46-8E44-E5324F0800FC}IMG100.JPG,The Maidens,Alex Michaelides,Celadon Books,9781250304476,"December 24, 2021 02:57",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/2390-1/{D5329AAA-11BC-44EB-A523-1E615FA5CA37}IMG100.JPG,Digital Body Language,Erica Dhawan,St. Martin's Publishing Group,9781250246530,"December 22, 2021 02:15",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/2390-1/{69CDFB38-9C8C-4D46-8E44-E5324F0800FC}IMG100.JPG,The Maidens,Alex Michaelides,Celadon Books,9781250304476,"December 10, 2021 02:57",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/2390-1/{D5329AAA-11BC-44EB-A523-1E615FA5CA37}IMG100.JPG,Digital Body Language,Erica Dhawan,St. Martin's Publishing Group,9781250246530,"December 08, 2021 02:15",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/0293-1/{B140BA0C-8C19-4280-8906-D5433A8CD762}Img100.jpg,The Stranger in the Mirror,Liv Constantine,HarperCollins,9780062967343,"December 08, 2021 02:12",Returned,LION: Libraries Online, 3 days  early
https://img3.od-cdn.com/ImageType-100/2389-1/{C39388F0-D713-43CE-85AF-8B8E024D1F68}Img100.jpg,Uncle Tom's Cabin,Harriet Beecher Stowe,Duke Classics,9781620114124,"December 07, 2021 00:56",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/1191-1/{783BE246-A43D-4554-A15F-F5015D5A666E}Img100.jpg,The Snowball,Alice Schroeder,Books on Tape,9781415948019,"December 06, 2021 02:30",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/0293-1/{B140BA0C-8C19-4280-8906-D5433A8CD762}Img100.jpg,The Stranger in the Mirror,Liv Constantine,HarperCollins,9780062967343,"November 28, 2021 01:20",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0111-1/{AFCD6D10-8451-49A8-9EE0-5E983D9777DC}Img100.jpg,The Flight Attendant,Chris Bohjalian,Knopf Doubleday Publishing Group,9780385542425,"November 27, 2021 00:48",Returned,LION: Libraries Online,on due date
https://img2.od-cdn.com/ImageType-100/1523-1/{89575240-25C4-467A-AA78-1580F9D2D1EB}IMG100.JPG,The Searcher,Tana French,Penguin Publishing Group,9780735224667,"November 27, 2021 00:43",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/0017-1/{911BE486-2679-4198-9390-2723273D36DA}IMG100.JPG,The Bomber Mafia,Malcolm Gladwell,"Little, Brown and Company",9780316296939,"November 23, 2021 01:08",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/2390-1/{D5329AAA-11BC-44EB-A523-1E615FA5CA37}IMG100.JPG,Digital Body Language,Erica Dhawan,St. Martin's Publishing Group,9781250246530,"November 23, 2021 01:04",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/1523-1/{51D99767-8935-4C79-BBFB-A91395E7EAE9}IMG100.JPG,Not a Happy Family,Shari Lapena,Penguin Publishing Group,9781984880567,"November 23, 2021 01:01",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0293-1/{B140BA0C-8C19-4280-8906-D5433A8CD762}Img100.jpg,The Stranger in the Mirror,Liv Constantine,HarperCollins,9780062967343,"November 23, 2021 01:00",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0017-1/{BF669915-912E-4361-B69E-2A40E948A87C}IMG100.JPG,Blind Tiger,Sandra Brown,Grand Central Publishing,9781538751985,"November 23, 2021 00:58",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/2389-1/{C39388F0-D713-43CE-85AF-8B8E024D1F68}Img100.jpg,Uncle Tom's Cabin,Harriet Beecher Stowe,Duke Classics,9781620114124,"November 23, 2021 00:56",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0111-1/{5E00FDED-85D2-4035-A1AD-E86520AD6087}IMG100.JPG,Wish You Were Here,Jodi Picoult,Random House Publishing Group,9781984818423,"November 23, 2021 00:46",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/1191-1/{783BE246-A43D-4554-A15F-F5015D5A666E}Img100.jpg,The Snowball,Alice Schroeder,Books on Tape,9781415948019,"November 22, 2021 02:30",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/1191-1/{783BE246-A43D-4554-A15F-F5015D5A666E}Img100.jpg,The Snowball,Alice Schroeder,Books on Tape,9781415948019,"November 18, 2021 23:54",Returned,LION: Libraries Online,on due date
https://img2.od-cdn.com/ImageType-100/1523-1/{D29CC053-29CE-4E90-9596-61DA1F2F555D}IMG100.JPG,Atomic Habits,James Clear,Penguin Publishing Group,9780735211308,"November 16, 2021 01:40",Hold expired,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0111-1/{AFCD6D10-8451-49A8-9EE0-5E983D9777DC}Img100.jpg,The Flight Attendant,Chris Bohjalian,Knopf Doubleday Publishing Group,9780385542425,"November 13, 2021 00:48",Borrowed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/1523-1/{89575240-25C4-467A-AA78-1580F9D2D1EB}IMG100.JPG,The Searcher,Tana French,Penguin Publishing Group,9780735224667,"November 13, 2021 00:43",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/2390-1/{5C3A8240-D236-4BFE-A479-C02D2C0AFA85}IMG100.JPG,The Reckoning,"Mary L. Trump, PhD",St. Martin's Publishing Group,9781250278463,"November 13, 2021 00:42",Returned,LION: Libraries Online, 5 days  early
https://img1.od-cdn.com/ImageType-100/0111-1/{1ECF9434-5B4B-4A09-914B-EA5FD2477B07}Img100.jpg,Quiet,Susan Cain,Crown,9780307452207,"November 04, 2021 23:59",Returned,LION: Libraries Online, 4 days  early
https://img3.od-cdn.com/ImageType-100/2390-1/{5C3A8240-D236-4BFE-A479-C02D2C0AFA85}IMG100.JPG,The Reckoning,"Mary L. Trump, PhD",St. Martin's Publishing Group,9781250278463,"November 04, 2021 23:55",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/1191-1/{783BE246-A43D-4554-A15F-F5015D5A666E}Img100.jpg,The Snowball,Alice Schroeder,Books on Tape,9781415948019,"November 04, 2021 23:54",Borrowed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/0354-1/{A99CA90A-0792-4728-BAAD-6464155BE083}Img100.jpg,The Purpose Driven Life,Rick Warren,Zondervan,"","November 03, 2021 23:31",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/1191-1/{783BE246-A43D-4554-A15F-F5015D5A666E}Img100.jpg,The Snowball,Alice Schroeder,Books on Tape,9781415948019,"October 27, 2021 02:13",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0439-1/{77CB649A-401D-4D26-8050-FEB8A8EEAEFF}IMG100.JPG,The Library Book,Susan Orlean,Simon & Schuster,9781476740201,"October 26, 2021 23:27",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/0111-1/{C7DCCD27-B4B8-41D9-81DE-9C5E1068D442}IMG100.JPG,Killers of the Flower Moon,David Grann,Knopf Doubleday Publishing Group,9780385534253,"October 26, 2021 23:22",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/0111-1/{1ECF9434-5B4B-4A09-914B-EA5FD2477B07}Img100.jpg,Quiet,Susan Cain,Crown,9780307452207,"October 26, 2021 23:06",Renewed,LION: Libraries Online, 14 days 
